ItemNo|ItemDescription|Quantity|Price
0000015512|Item 0000015512|680|948.65
0000004759|Item 0000004759|641|130.67
0000042742|Item 0000042742|124|818.16
0000038474|Item 0000038474|331|380.03
0000048458|Item 0000048458|46|799.67
0000018606|Item 0000018606|466|664.24
0000027979|Item 0000027979|206|16.06
0000039919|Item 0000039919|139|352.49
0000016911|Item 0000016911|626|46.31
0000038517|Item 0000038517|328|977.22
0000000083|Item 0000000083|578|317.63
0000027480|Item 0000027480|803|323.70
0000012159|Item 0000012159|72|475.63
0000026758|Item 0000026758|381|349.83
0000048108|Item 0000048108|939|446.54
0000013270|Item 0000013270|981|341.28
0000038962|Item 0000038962|217|839.02
0000006915|Item 0000006915|373|946.67
0000032089|Item 0000032089|908|179.35
0000001243|Item 0000001243|707|414.84
0000033396|Item 0000033396|602|992.27
0000032206|Item 0000032206|496|323.37
0000042523|Item 0000042523|132|59.21
0000003206|Item 0000003206|586|397.54
0000001164|Item 0000001164|747|313.72
0000038840|Item 0000038840|506|457.84
0000033944|Item 0000033944|543|72.12
0000024633|Item 0000024633|484|601.01
0000014114|Item 0000014114|470|369.86
0000003178|Item 0000003178|684|912.71
0000041486|Item 0000041486|857|639.53
0000035235|Item 0000035235|557|194.79
0000028394|Item 0000028394|210|598.52
0000023027|Item 0000023027|16|306.48
0000004886|Item 0000004886|316|963.46
0000027930|Item 0000027930|81|203.80
0000031969|Item 0000031969|392|162.54
0000012680|Item 0000012680|724|842.66
0000039180|Item 0000039180|887|631.44
0000046343|Item 0000046343|914|382.15
0000011617|Item 0000011617|853|77.62
0000007929|Item 0000007929|321|212.42
0000036128|Item 0000036128|536|920.04
0000036133|Item 0000036133|162|309.22
0000008198|Item 0000008198|672|839.52
0000008407|Item 0000008407|853|407.38
0000034443|Item 0000034443|242|586.43
0000002378|Item 0000002378|231|218.42
0000013608|Item 0000013608|179|770.91
0000047774|Item 0000047774|516|202.63
0000008046|Item 0000008046|229|47.85
0000009164|Item 0000009164|550|715.60
0000043377|Item 0000043377|982|236.36
0000020727|Item 0000020727|393|266.62
0000028361|Item 0000028361|130|636.30
0000011416|Item 0000011416|975|546.40
0000011806|Item 0000011806|454|112.23
0000003994|Item 0000003994|189|240.20
0000010627|Item 0000010627|397|256.45
0000046563|Item 0000046563|635|108.61
0000041145|Item 0000041145|92|561.56
0000039695|Item 0000039695|924|86.00
0000048206|Item 0000048206|98|405.01
0000038924|Item 0000038924|445|188.15
0000014306|Item 0000014306|338|520.14
0000029175|Item 0000029175|54|20.76
0000048376|Item 0000048376|931|253.15
0000027868|Item 0000027868|362|545.21
0000022923|Item 0000022923|59|715.37
0000017838|Item 0000017838|896|199.39
0000004983|Item 0000004983|327|93.35
0000004656|Item 0000004656|790|154.57
0000020739|Item 0000020739|3|404.16
0000041976|Item 0000041976|921|823.84
0000036263|Item 0000036263|532|59.79
0000013863|Item 0000013863|777|533.37
0000035052|Item 0000035052|751|826.19
0000043338|Item 0000043338|854|553.35
0000040053|Item 0000040053|114|129.42
0000042377|Item 0000042377|819|613.09
0000020785|Item 0000020785|668|769.77
0000008586|Item 0000008586|890|812.53
0000023910|Item 0000023910|760|348.66
0000021526|Item 0000021526|583|910.77
0000010846|Item 0000010846|208|408.34
0000001564|Item 0000001564|106|416.22
0000007827|Item 0000007827|313|137.69
0000003240|Item 0000003240|363|635.29
0000041725|Item 0000041725|752|582.85
0000019364|Item 0000019364|183|24.07
0000011896|Item 0000011896|969|793.65
0000019895|Item 0000019895|211|951.16
0000007386|Item 0000007386|581|725.61
0000014529|Item 0000014529|965|291.31
0000007026|Item 0000007026|407|965.86
0000041499|Item 0000041499|854|511.81
0000014914|Item 0000014914|444|241.60
0000021793|Item 0000021793|717|734.33
0000045182|Item 0000045182|960|584.63
0000007299|Item 0000007299|468|213.35
0000041727|Item 0000041727|114|496.89
0000031765|Item 0000031765|195|876.67
0000010428|Item 0000010428|195|485.91
0000038128|Item 0000038128|371|156.39
0000032794|Item 0000032794|567|432.03
0000046978|Item 0000046978|329|959.59
0000013097|Item 0000013097|590|78.48
0000010885|Item 0000010885|248|186.99
0000002742|Item 0000002742|900|841.13
0000007404|Item 0000007404|453|890.52
0000024799|Item 0000024799|412|333.94
0000010343|Item 0000010343|728|546.17
0000037720|Item 0000037720|545|188.36
0000048006|Item 0000048006|328|679.83
0000045968|Item 0000045968|969|131.63
0000035936|Item 0000035936|890|237.49
0000030717|Item 0000030717|422|746.83
0000019212|Item 0000019212|751|567.11
0000049045|Item 0000049045|874|449.71
0000014066|Item 0000014066|201|834.41
0000017121|Item 0000017121|855|152.64
0000030316|Item 0000030316|190|288.87
0000036753|Item 0000036753|375|164.07
0000035280|Item 0000035280|914|43.63
0000029107|Item 0000029107|976|941.38
0000028069|Item 0000028069|962|88.57
0000027650|Item 0000027650|520|853.94
0000039843|Item 0000039843|190|829.13
0000036823|Item 0000036823|687|110.58
0000033347|Item 0000033347|104|961.38
0000016729|Item 0000016729|320|476.78
0000035408|Item 0000035408|937|437.68
0000046564|Item 0000046564|876|769.97
0000046117|Item 0000046117|599|150.48
0000021050|Item 0000021050|216|219.27
0000030345|Item 0000030345|323|704.26
0000031372|Item 0000031372|939|569.42
0000018916|Item 0000018916|79|245.89
0000022472|Item 0000022472|254|649.67
0000025835|Item 0000025835|368|309.95
0000049963|Item 0000049963|793|315.96
0000040598|Item 0000040598|797|516.93
0000036272|Item 0000036272|582|991.91
0000018087|Item 0000018087|286|625.81
0000015820|Item 0000015820|239|63.53
0000035063|Item 0000035063|337|647.23
0000022708|Item 0000022708|292|121.68
0000011679|Item 0000011679|782|357.63
0000049638|Item 0000049638|907|683.78
0000025753|Item 0000025753|43|902.24
0000045120|Item 0000045120|729|975.88
0000031694|Item 0000031694|237|510.09
0000006828|Item 0000006828|873|443.57
0000029312|Item 0000029312|199|533.77
0000020095|Item 0000020095|56|822.06
0000030713|Item 0000030713|786|146.62
0000004619|Item 0000004619|801|997.15
0000001571|Item 0000001571|65|618.51
0000039634|Item 0000039634|855|845.90
0000034028|Item 0000034028|370|185.91
0000026454|Item 0000026454|919|81.52
0000048191|Item 0000048191|892|480.08
0000009530|Item 0000009530|353|294.61
0000016007|Item 0000016007|786|868.97
0000042550|Item 0000042550|183|35.73
0000003392|Item 0000003392|921|326.50
0000042064|Item 0000042064|419|549.53
0000046023|Item 0000046023|513|120.80
0000042448|Item 0000042448|969|189.69
0000041993|Item 0000041993|499|64.56
0000022621|Item 0000022621|413|926.11
0000032039|Item 0000032039|616|341.34
0000026408|Item 0000026408|371|202.75
0000019631|Item 0000019631|94|806.85
0000048989|Item 0000048989|529|137.35
0000023690|Item 0000023690|496|90.39
0000046181|Item 0000046181|313|910.00
0000032931|Item 0000032931|787|165.98
0000045507|Item 0000045507|488|448.51
0000004960|Item 0000004960|98|471.22
0000036066|Item 0000036066|387|781.62
0000048623|Item 0000048623|284|922.41
0000017079|Item 0000017079|911|393.25
0000038227|Item 0000038227|79|443.52
0000024289|Item 0000024289|255|476.03
0000044394|Item 0000044394|170|679.90
0000034482|Item 0000034482|274|770.59
0000001698|Item 0000001698|315|517.87
0000012146|Item 0000012146|680|975.87
0000017450|Item 0000017450|543|435.85
0000013827|Item 0000013827|72|646.23
0000023414|Item 0000023414|817|809.03
0000012583|Item 0000012583|689|739.33
0000041411|Item 0000041411|629|558.68
0000035245|Item 0000035245|915|551.33
0000009041|Item 0000009041|592|388.88
0000038497|Item 0000038497|48|259.64
0000008950|Item 0000008950|440|145.00
0000006269|Item 0000006269|70|262.20
0000018807|Item 0000018807|577|112.77
0000046006|Item 0000046006|915|564.85
0000015890|Item 0000015890|617|636.81
0000035547|Item 0000035547|773|87.48
0000002677|Item 0000002677|920|240.32
0000022418|Item 0000022418|857|184.96
0000022661|Item 0000022661|105|378.83
0000011232|Item 0000011232|461|550.01
0000020767|Item 0000020767|299|719.58
0000035701|Item 0000035701|343|887.06
0000048238|Item 0000048238|751|341.97
0000022452|Item 0000022452|831|794.95
0000005265|Item 0000005265|925|507.98
0000009696|Item 0000009696|532|150.62
0000044961|Item 0000044961|558|141.64
0000047695|Item 0000047695|303|791.26
0000018649|Item 0000018649|2|509.93
0000035644|Item 0000035644|592|413.86
0000048233|Item 0000048233|323|667.24
0000007960|Item 0000007960|151|955.73
0000013251|Item 0000013251|661|727.46
0000026033|Item 0000026033|458|408.67
0000017730|Item 0000017730|779|961.31
0000010388|Item 0000010388|581|986.72
0000043080|Item 0000043080|50|792.51
0000002342|Item 0000002342|384|709.68
0000030286|Item 0000030286|543|131.28
0000035119|Item 0000035119|829|152.15
0000003790|Item 0000003790|695|596.31
0000013788|Item 0000013788|876|600.50
0000002837|Item 0000002837|625|263.02
0000008696|Item 0000008696|493|55.64
0000001518|Item 0000001518|301|976.84
0000010173|Item 0000010173|48|763.38
0000014914|Item 0000014914|277|975.51
0000013863|Item 0000013863|549|901.10
0000018072|Item 0000018072|7|120.76
0000024846|Item 0000024846|357|302.20
0000046273|Item 0000046273|498|495.59
0000010875|Item 0000010875|105|903.95
0000026562|Item 0000026562|963|649.86
0000015083|Item 0000015083|217|600.69
0000004070|Item 0000004070|394|148.39
0000046646|Item 0000046646|249|600.00
0000025360|Item 0000025360|202|815.26
0000017637|Item 0000017637|241|539.91
0000030496|Item 0000030496|611|204.98
0000042336|Item 0000042336|26|134.60
0000017961|Item 0000017961|44|807.24
0000006141|Item 0000006141|984|45.80
0000036855|Item 0000036855|291|783.48
0000022658|Item 0000022658|928|463.65
0000034468|Item 0000034468|278|164.92
0000003660|Item 0000003660|114|674.58
0000026574|Item 0000026574|943|711.98
0000006348|Item 0000006348|263|264.70
0000006872|Item 0000006872|874|430.46
0000023207|Item 0000023207|812|745.52
0000011085|Item 0000011085|466|533.02
0000014390|Item 0000014390|444|278.95
0000028048|Item 0000028048|559|29.55
0000001991|Item 0000001991|66|399.41
0000014035|Item 0000014035|936|786.62
0000008874|Item 0000008874|336|771.38
0000049737|Item 0000049737|208|215.88
0000047955|Item 0000047955|949|159.45
0000035273|Item 0000035273|956|505.51
0000026271|Item 0000026271|401|185.37
0000034744|Item 0000034744|276|489.25
0000004585|Item 0000004585|127|576.61
0000033478|Item 0000033478|63|406.15
0000027166|Item 0000027166|616|512.47
0000018973|Item 0000018973|835|619.81
0000008690|Item 0000008690|153|552.62
0000008264|Item 0000008264|600|61.04
0000032749|Item 0000032749|391|113.41
0000034545|Item 0000034545|352|243.86
0000006271|Item 0000006271|215|106.06
0000026795|Item 0000026795|612|912.67
0000013384|Item 0000013384|804|576.17
0000017044|Item 0000017044|365|913.90
0000039154|Item 0000039154|674|786.89
0000035779|Item 0000035779|476|352.70
0000036658|Item 0000036658|581|878.27
0000009170|Item 0000009170|247|752.83
0000046228|Item 0000046228|747|496.18
0000048252|Item 0000048252|698|861.55
0000023935|Item 0000023935|909|735.07
0000042217|Item 0000042217|218|211.77
0000033200|Item 0000033200|857|557.48
0000021010|Item 0000021010|244|489.11
0000049569|Item 0000049569|330|706.37
0000011184|Item 0000011184|941|72.51
0000023639|Item 0000023639|923|864.96
0000026959|Item 0000026959|838|670.78
0000033593|Item 0000033593|915|112.23
0000041156|Item 0000041156|3|101.36
0000009125|Item 0000009125|278|379.87
0000023262|Item 0000023262|46|563.95
0000012371|Item 0000012371|980|144.11
0000037742|Item 0000037742|999|749.56
0000006419|Item 0000006419|549|712.59
0000035835|Item 0000035835|59|339.84
0000029614|Item 0000029614|449|197.08
0000017739|Item 0000017739|153|474.99
0000020348|Item 0000020348|196|271.16
0000001066|Item 0000001066|38|783.09
0000009115|Item 0000009115|37|838.73
0000024574|Item 0000024574|639|31.77
0000019288|Item 0000019288|867|774.17
0000028736|Item 0000028736|736|105.20
0000045306|Item 0000045306|245|351.58
0000007941|Item 0000007941|935|311.13
0000044088|Item 0000044088|227|327.30
0000028286|Item 0000028286|27|132.57
0000004769|Item 0000004769|777|37.43
0000048122|Item 0000048122|94|509.00
0000028847|Item 0000028847|1|662.49
0000049679|Item 0000049679|15|397.55
0000019869|Item 0000019869|309|623.26
0000040695|Item 0000040695|147|610.02
0000041486|Item 0000041486|116|433.89
0000009392|Item 0000009392|672|659.47
0000032663|Item 0000032663|353|890.89
0000026744|Item 0000026744|932|720.32
0000004790|Item 0000004790|432|916.19
0000018503|Item 0000018503|571|531.63
0000014083|Item 0000014083|381|253.41
0000009024|Item 0000009024|945|587.34
0000013231|Item 0000013231|847|134.34
0000020606|Item 0000020606|959|228.58
0000035547|Item 0000035547|409|987.12
0000043104|Item 0000043104|467|305.47
0000007870|Item 0000007870|967|639.36
0000043355|Item 0000043355|692|500.70
0000005693|Item 0000005693|52|588.31
0000046679|Item 0000046679|626|718.19
0000005958|Item 0000005958|328|122.47
0000046939|Item 0000046939|333|358.60
0000044793|Item 0000044793|355|739.89
0000020620|Item 0000020620|314|914.74
0000046354|Item 0000046354|12|114.58
0000030475|Item 0000030475|376|104.32
0000030714|Item 0000030714|9|585.72
0000007522|Item 0000007522|471|96.63
0000021276|Item 0000021276|200|514.57
0000010937|Item 0000010937|707|14.40
0000024284|Item 0000024284|559|31.51
0000012823|Item 0000012823|446|932.35
0000047711|Item 0000047711|587|796.47
0000018117|Item 0000018117|858|363.45
0000000548|Item 0000000548|725|25.55
0000032565|Item 0000032565|959|870.17
0000003355|Item 0000003355|249|685.33
0000023512|Item 0000023512|851|147.64
0000041913|Item 0000041913|874|792.60
0000028131|Item 0000028131|894|582.95
0000000006|Item 0000000006|721|614.70
0000007449|Item 0000007449|195|460.31
0000033615|Item 0000033615|854|426.15
0000000310|Item 0000000310|28|492.29
0000019130|Item 0000019130|276|130.44
0000019516|Item 0000019516|637|770.45
0000007945|Item 0000007945|597|448.71
0000040572|Item 0000040572|25|306.56
0000011332|Item 0000011332|894|801.85
0000021940|Item 0000021940|986|387.47
0000035257|Item 0000035257|433|799.98
0000042903|Item 0000042903|134|296.61
0000002373|Item 0000002373|154|175.41
0000044434|Item 0000044434|856|131.64
0000045929|Item 0000045929|297|695.15
0000030093|Item 0000030093|924|885.67
0000012037|Item 0000012037|382|922.13
0000049637|Item 0000049637|12|900.52
0000045500|Item 0000045500|485|493.59
0000003366|Item 0000003366|450|203.99
0000049369|Item 0000049369|639|625.38
0000016880|Item 0000016880|964|422.83
0000016160|Item 0000016160|160|958.22
0000043978|Item 0000043978|394|244.75
0000014780|Item 0000014780|628|675.17
0000002968|Item 0000002968|469|600.03
0000021971|Item 0000021971|253|482.76
0000025978|Item 0000025978|464|47.33
0000008596|Item 0000008596|981|880.51
0000023762|Item 0000023762|369|749.53
0000021036|Item 0000021036|18|432.08
0000032684|Item 0000032684|276|706.52
0000019157|Item 0000019157|718|697.56
0000039299|Item 0000039299|557|878.99
0000022357|Item 0000022357|366|258.06
0000046353|Item 0000046353|74|175.53
0000038604|Item 0000038604|979|405.84
0000023544|Item 0000023544|411|812.05
0000004317|Item 0000004317|974|424.00
0000044197|Item 0000044197|969|397.73
0000011372|Item 0000011372|128|295.89
0000026673|Item 0000026673|737|910.63
0000012212|Item 0000012212|623|435.25
0000028487|Item 0000028487|494|677.05
0000008704|Item 0000008704|244|414.48
0000040904|Item 0000040904|821|150.69
0000010140|Item 0000010140|175|529.74
0000049437|Item 0000049437|818|320.29
0000023720|Item 0000023720|661|705.07
0000021993|Item 0000021993|542|331.05
0000040223|Item 0000040223|241|820.25
0000000878|Item 0000000878|892|270.31
0000031441|Item 0000031441|313|101.71
0000017477|Item 0000017477|87|836.21
0000049698|Item 0000049698|40|668.31
0000025251|Item 0000025251|78|802.59
0000016984|Item 0000016984|13|224.21
0000044148|Item 0000044148|520|863.74
0000027634|Item 0000027634|69|270.65
0000035436|Item 0000035436|217|791.97
0000027552|Item 0000027552|910|766.41
0000037351|Item 0000037351|452|944.30
0000003830|Item 0000003830|669|849.55
0000015324|Item 0000015324|979|633.21
0000049199|Item 0000049199|209|627.93
0000022515|Item 0000022515|896|608.89
0000000130|Item 0000000130|153|714.63
0000004298|Item 0000004298|577|413.65
0000026590|Item 0000026590|249|138.94
0000025118|Item 0000025118|529|955.52
0000007396|Item 0000007396|988|594.87
0000032867|Item 0000032867|694|341.44
0000014765|Item 0000014765|380|990.74
0000018968|Item 0000018968|892|43.81
0000012842|Item 0000012842|948|823.29
0000042778|Item 0000042778|661|608.77
0000009057|Item 0000009057|547|696.49
0000006124|Item 0000006124|49|124.08
0000023053|Item 0000023053|391|265.63
0000025996|Item 0000025996|15|504.25
0000026918|Item 0000026918|840|131.66
0000012844|Item 0000012844|83|734.05
0000005118|Item 0000005118|143|850.68
0000002612|Item 0000002612|906|184.28
0000030980|Item 0000030980|744|640.47
0000003619|Item 0000003619|763|109.68
0000038461|Item 0000038461|799|432.78
0000021662|Item 0000021662|429|339.80
0000027477|Item 0000027477|239|19.37
0000030314|Item 0000030314|828|506.44
0000008269|Item 0000008269|671|978.31
0000025983|Item 0000025983|55|801.16
0000034252|Item 0000034252|302|893.65
0000049709|Item 0000049709|687|872.16
0000012527|Item 0000012527|639|457.86
0000026991|Item 0000026991|674|852.17
0000048547|Item 0000048547|57|149.87
0000020423|Item 0000020423|763|279.78
0000018735|Item 0000018735|771|93.76
0000020708|Item 0000020708|301|56.91
0000007509|Item 0000007509|801|846.19
0000011853|Item 0000011853|233|584.00
0000038930|Item 0000038930|531|82.06
0000031571|Item 0000031571|13|1.49
0000046498|Item 0000046498|272|475.91
0000048526|Item 0000048526|26|904.08
0000040532|Item 0000040532|640|460.40
0000043102|Item 0000043102|724|584.30
0000000929|Item 0000000929|116|686.08
0000015057|Item 0000015057|975|883.20
0000014644|Item 0000014644|93|917.74
0000025699|Item 0000025699|131|804.62
0000010637|Item 0000010637|574|823.90
0000023751|Item 0000023751|325|716.38
0000026464|Item 0000026464|187|921.59
0000002196|Item 0000002196|238|242.67
0000042887|Item 0000042887|184|102.65
0000019509|Item 0000019509|987|628.07
0000015853|Item 0000015853|328|301.05
0000037706|Item 0000037706|870|274.10
0000000330|Item 0000000330|409|821.43
0000017140|Item 0000017140|66|457.66
0000042042|Item 0000042042|877|933.22
0000030994|Item 0000030994|253|253.31
0000041627|Item 0000041627|29|51.13
0000003244|Item 0000003244|511|190.53
0000039662|Item 0000039662|589|761.51
0000014054|Item 0000014054|141|206.38
0000047637|Item 0000047637|390|125.54
0000047559|Item 0000047559|435|116.80
0000014023|Item 0000014023|542|539.22
0000010435|Item 0000010435|215|952.44
0000037792|Item 0000037792|665|350.72
0000040122|Item 0000040122|84|192.38
0000047275|Item 0000047275|857|458.65
0000033004|Item 0000033004|934|395.45
0000021449|Item 0000021449|639|212.05
0000002133|Item 0000002133|343|111.74
0000037954|Item 0000037954|711|369.81
0000041483|Item 0000041483|733|165.49
0000026952|Item 0000026952|570|674.20
0000030978|Item 0000030978|825|87.45
0000010434|Item 0000010434|320|740.09
0000016515|Item 0000016515|306|264.28
0000008238|Item 0000008238|711|889.05
0000028015|Item 0000028015|158|23.70
0000041490|Item 0000041490|581|922.56
0000019897|Item 0000019897|562|965.64
0000032518|Item 0000032518|479|396.26
0000047387|Item 0000047387|992|482.52
0000024093|Item 0000024093|566|300.73
0000010240|Item 0000010240|560|579.38
0000028178|Item 0000028178|620|987.32
0000023008|Item 0000023008|553|459.41
0000032194|Item 0000032194|817|958.48
0000025684|Item 0000025684|756|239.35
0000021805|Item 0000021805|561|316.25
0000004219|Item 0000004219|207|813.84
0000030916|Item 0000030916|136|470.96
0000024554|Item 0000024554|54|124.04
0000005825|Item 0000005825|637|106.57
0000040351|Item 0000040351|112|589.90
0000003779|Item 0000003779|542|935.71
0000030840|Item 0000030840|662|11.74
0000034078|Item 0000034078|611|483.77
0000015452|Item 0000015452|202|596.82
0000039363|Item 0000039363|854|412.22
0000009616|Item 0000009616|375|352.03
0000033581|Item 0000033581|353|58.19
0000041248|Item 0000041248|7|59.47
0000011894|Item 0000011894|534|190.91
0000011544|Item 0000011544|778|22.10
0000031915|Item 0000031915|833|852.57
0000038324|Item 0000038324|762|722.59
0000010144|Item 0000010144|353|232.72
0000017019|Item 0000017019|584|267.57
0000035289|Item 0000035289|984|157.85
0000008297|Item 0000008297|989|10.34
0000011986|Item 0000011986|424|572.14
0000023398|Item 0000023398|864|323.85
0000025952|Item 0000025952|145|297.93
0000045489|Item 0000045489|240|105.93
0000004268|Item 0000004268|355|433.59
0000005289|Item 0000005289|113|792.65
0000025020|Item 0000025020|342|99.63
0000042690|Item 0000042690|616|303.23
0000000408|Item 0000000408|816|729.51
0000044020|Item 0000044020|855|37.60
0000003243|Item 0000003243|655|483.03
0000032132|Item 0000032132|718|902.15
0000042717|Item 0000042717|892|834.21
0000019042|Item 0000019042|896|888.59
0000005076|Item 0000005076|357|576.01
0000026580|Item 0000026580|628|227.83
0000043025|Item 0000043025|67|203.02
0000022402|Item 0000022402|372|911.94
0000049963|Item 0000049963|453|695.04
0000033264|Item 0000033264|660|266.56
0000017262|Item 0000017262|106|70.44
0000029778|Item 0000029778|221|700.04
0000047826|Item 0000047826|121|574.73
0000028334|Item 0000028334|899|84.43
0000008778|Item 0000008778|351|875.97
0000042953|Item 0000042953|965|269.39
0000047385|Item 0000047385|293|883.70
0000048556|Item 0000048556|609|842.78
0000009127|Item 0000009127|453|70.86
0000040022|Item 0000040022|363|41.02
0000012077|Item 0000012077|709|887.22
0000000182|Item 0000000182|295|45.54
0000018097|Item 0000018097|62|803.21
0000028707|Item 0000028707|827|581.58
0000042790|Item 0000042790|938|326.62
0000009593|Item 0000009593|683|409.28
0000020281|Item 0000020281|819|775.91
0000046283|Item 0000046283|999|580.08
0000020275|Item 0000020275|393|413.41
0000024897|Item 0000024897|191|837.55
0000022370|Item 0000022370|179|975.53
0000013673|Item 0000013673|406|440.57
0000034542|Item 0000034542|213|362.38
0000045655|Item 0000045655|471|582.12
0000028302|Item 0000028302|340|421.40
0000035842|Item 0000035842|317|818.52
0000012560|Item 0000012560|276|608.02
0000009871|Item 0000009871|394|396.06
0000026698|Item 0000026698|542|836.68
0000021891|Item 0000021891|745|281.98
0000003737|Item 0000003737|21|315.07
0000015045|Item 0000015045|658|692.51
0000013269|Item 0000013269|387|202.09
0000002650|Item 0000002650|572|7.67
0000031062|Item 0000031062|162|103.07
0000003205|Item 0000003205|368|872.78
0000045420|Item 0000045420|300|312.68
0000031869|Item 0000031869|27|5.97
0000032657|Item 0000032657|854|6.86
0000010336|Item 0000010336|217|418.73
0000005275|Item 0000005275|807|101.34
0000031101|Item 0000031101|973|936.31
0000001715|Item 0000001715|951|677.26
0000014484|Item 0000014484|999|280.19
0000033687|Item 0000033687|853|686.85
0000003724|Item 0000003724|293|478.05
0000034158|Item 0000034158|624|736.70
0000019408|Item 0000019408|681|783.67
0000000831|Item 0000000831|44|768.71
0000004811|Item 0000004811|229|435.29
0000041024|Item 0000041024|452|961.59
0000031558|Item 0000031558|145|282.18
0000040102|Item 0000040102|812|573.17
0000028955|Item 0000028955|345|630.98
0000001903|Item 0000001903|945|498.52
0000037797|Item 0000037797|960|363.74
0000028296|Item 0000028296|797|773.14
0000027094|Item 0000027094|249|405.70
0000041788|Item 0000041788|963|766.59
0000032864|Item 0000032864|688|571.15
0000012645|Item 0000012645|324|991.09
0000038427|Item 0000038427|552|828.18
0000027417|Item 0000027417|581|546.41
0000025511|Item 0000025511|105|950.15
0000014884|Item 0000014884|726|465.90
0000014222|Item 0000014222|719|598.32
0000005509|Item 0000005509|557|203.18
0000037475|Item 0000037475|505|335.89
0000026765|Item 0000026765|146|978.58
0000005907|Item 0000005907|259|891.11
0000012579|Item 0000012579|825|612.05
0000012792|Item 0000012792|253|914.66
0000034605|Item 0000034605|626|403.37
0000006112|Item 0000006112|79|285.58
0000016013|Item 0000016013|233|794.43
0000011039|Item 0000011039|402|62.88
0000015926|Item 0000015926|418|9.38
0000020878|Item 0000020878|138|53.08
0000016917|Item 0000016917|34|715.51
0000018852|Item 0000018852|306|627.85
0000048937|Item 0000048937|421|649.56
0000025127|Item 0000025127|288|275.91
0000000751|Item 0000000751|520|824.47
0000030697|Item 0000030697|585|980.21
0000016827|Item 0000016827|731|805.22
0000013057|Item 0000013057|650|895.70
0000035489|Item 0000035489|411|576.78
0000008106|Item 0000008106|168|250.03
0000025774|Item 0000025774|405|651.03
0000034130|Item 0000034130|443|688.37
0000003325|Item 0000003325|301|559.11
0000043672|Item 0000043672|875|431.37
0000045296|Item 0000045296|946|110.01
0000004032|Item 0000004032|496|516.55
0000042567|Item 0000042567|368|880.24
0000049411|Item 0000049411|276|195.51
0000019501|Item 0000019501|103|548.73
0000016027|Item 0000016027|490|253.41
0000006072|Item 0000006072|52|44.07
0000037163|Item 0000037163|265|284.30
0000037043|Item 0000037043|600|133.03
0000038981|Item 0000038981|110|242.85
0000023520|Item 0000023520|880|455.39
0000020739|Item 0000020739|109|994.38
0000034856|Item 0000034856|255|187.15
0000034610|Item 0000034610|369|137.00
0000010474|Item 0000010474|764|997.25
0000015736|Item 0000015736|742|394.26
0000025267|Item 0000025267|38|311.92
0000043068|Item 0000043068|966|893.92
0000008452|Item 0000008452|355|804.08
0000034999|Item 0000034999|890|9.67
0000022024|Item 0000022024|935|317.49
0000047106|Item 0000047106|253|164.99
0000038242|Item 0000038242|757|654.48
0000024010|Item 0000024010|494|769.87
0000033839|Item 0000033839|973|698.27
0000009758|Item 0000009758|328|423.65
0000039717|Item 0000039717|360|796.39
0000010895|Item 0000010895|632|637.66
0000017007|Item 0000017007|546|505.16
0000035318|Item 0000035318|502|253.27
0000019751|Item 0000019751|511|357.15
0000039435|Item 0000039435|189|476.56
0000000850|Item 0000000850|408|421.12
0000010469|Item 0000010469|234|5.22
0000029341|Item 0000029341|141|169.73
0000002470|Item 0000002470|36|275.64
0000034431|Item 0000034431|250|200.12
0000008869|Item 0000008869|734|127.59
0000042006|Item 0000042006|108|711.12
0000030350|Item 0000030350|982|675.10
0000035751|Item 0000035751|740|169.90
0000017984|Item 0000017984|894|3.21
0000026675|Item 0000026675|294|304.84
0000030937|Item 0000030937|889|389.17
0000030855|Item 0000030855|513|200.66
0000006615|Item 0000006615|227|849.44
0000016551|Item 0000016551|541|548.77
0000031348|Item 0000031348|823|838.36
0000016201|Item 0000016201|699|71.47
0000029716|Item 0000029716|331|336.04
0000002962|Item 0000002962|424|110.82
0000006603|Item 0000006603|281|78.57
0000036134|Item 0000036134|848|369.78
0000020889|Item 0000020889|767|968.88
0000021772|Item 0000021772|36|467.21
0000015199|Item 0000015199|833|749.73
0000029079|Item 0000029079|756|728.67
0000022543|Item 0000022543|665|849.64
0000030833|Item 0000030833|93|552.87
0000018664|Item 0000018664|655|827.73
0000028059|Item 0000028059|400|632.94
0000034699|Item 0000034699|813|913.57
0000023059|Item 0000023059|769|223.03
0000033748|Item 0000033748|543|794.63
0000029197|Item 0000029197|207|253.17
0000005983|Item 0000005983|74|139.14
0000046609|Item 0000046609|515|859.00
0000028660|Item 0000028660|234|140.65
0000041667|Item 0000041667|197|579.56
0000026476|Item 0000026476|351|243.06
0000028924|Item 0000028924|312|93.45
0000032185|Item 0000032185|850|613.27
0000011173|Item 0000011173|410|948.18
0000016768|Item 0000016768|272|456.09
0000023298|Item 0000023298|958|286.18
0000025790|Item 0000025790|852|994.95
0000033356|Item 0000033356|132|973.84
0000024481|Item 0000024481|255|132.56
0000026355|Item 0000026355|173|342.08
0000030306|Item 0000030306|892|481.65
0000047613|Item 0000047613|896|142.52
0000013797|Item 0000013797|946|318.41
0000000889|Item 0000000889|570|822.75
0000039051|Item 0000039051|912|724.17
0000024041|Item 0000024041|472|372.80
0000014618|Item 0000014618|832|748.04
0000009543|Item 0000009543|843|297.43
0000001753|Item 0000001753|294|270.81
0000020624|Item 0000020624|66|952.89
